選舉區,姓名,性別,出生年月日,推薦之政黨,抽籤號次,公職類別
嘉義縣中埔鄉塩舘村,高隆村,男,034/12/01,無,2,村里長
嘉義縣中埔鄉龍門村,張羅麵粉,女,042/12/20,無,1,村里長
嘉義縣中埔鄉裕民村,方進財,男,050/11/12,無,1,村里長
嘉義縣中埔鄉裕民村,翁永德,男,044/02/12,無,2,村里長
嘉義縣中埔鄉裕民村,謝海堂,男,036/03/18,無,3,村里長
嘉義縣中埔鄉金蘭村,陳盈良,男,062/03/10,無,1,村里長
嘉義縣中埔鄉金蘭村,張石彈,男,043/05/04,無,2,村里長
嘉義縣中埔鄉富收村,蕭清忠,男,064/02/18,無,1,村里長
嘉義縣中埔鄉和睦村,嚴添福,男,036/02/01,無,1,村里長
嘉義縣中埔鄉和美村,林世通,男,041/01/16,無,1,村里長
嘉義縣中埔鄉和美村,黃怡婷,女,083/12/31,無,2,村里長
嘉義縣中埔鄉和興村,韋綱松,男,050/07/15,無,1,村里長
嘉義縣中埔鄉和興村,劉守仁,男,054/11/28,無,2,村里長
嘉義縣中埔鄉隆興村,盧秀美,女,055/05/28,無,1,村里長
嘉義縣中埔鄉隆興村,梁清輝,男,048/02/01,無,2,村里長
嘉義縣中埔鄉義仁村,王榞浤,男,065/08/01,無,1,村里長
嘉義縣中埔鄉義仁村,黃榮義,男,049/05/11,無,2,村里長
嘉義縣中埔鄉社口村,黃俊峯,男,046/04/02,無,1,村里長
嘉義縣中埔鄉社口村,張聰敏,男,051/10/20,無,2,村里長
嘉義縣中埔鄉灣潭村,蔡建旺,男,051/12/02,無,1,村里長
嘉義縣中埔鄉灣潭村,黃順忠,男,058/05/05,無,2,村里長
嘉義縣中埔鄉石硦村,林聰柏,男,036/02/20,無,1,村里長
嘉義縣中埔鄉頂埔村,羅椅楠,男,044/03/19,無,1,村里長
嘉義縣中埔鄉頂埔村,羅偉銘,男,060/06/21,無,2,村里長
嘉義縣中埔鄉同仁村,田成伍,男,042/11/15,無,1,村里長
嘉義縣中埔鄉瑞豐村,陳章瑞,男,061/11/18,無,1,村里長
嘉義縣中埔鄉沄水村,何長運,男,052/02/10,無,1,村里長
嘉義縣中埔鄉三層村,賴燦北,男,045/02/20,無,1,村里長
嘉義縣中埔鄉深坑村,邱成佑,男,051/01/02,無,1,村里長
嘉義縣中埔鄉東興村,曾正發,男,063/11/22,無,1,村里長
嘉義縣中埔鄉中崙村,謝文科,男,042/01/29,無,1,村里長
嘉義縣竹崎鄉竹崎村,詹惠芬,女,072/05/17,無,1,村里長
嘉義縣竹崎鄉竹崎村,朱淑娟,女,065/06/22,無,2,村里長
嘉義縣竹崎鄉竹崎村,游素秋,女,050/12/18,無,3,村里長
嘉義縣竹崎鄉竹崎村,許銘益,男,059/01/10,無,4,村里長
嘉義縣竹崎鄉和平村,温翊達,男,070/06/06,無,1,村里長
嘉義縣竹崎鄉和平村,許全模,男,046/03/25,無,2,村里長
嘉義縣竹崎鄉和平村,許永鑫,男,061/01/13,無,3,村里長
嘉義縣竹崎鄉坑頭村,蕭吳青,女,038/04/04,無,1,村里長
嘉義縣竹崎鄉沙坑村,蕭火耀,男,044/06/01,無,1,村里長
嘉義縣竹崎鄉獅埜村,莊金桐,男,034/03/01,無,1,村里長
嘉義縣竹崎鄉獅埜村,劉奇榮,男,042/11/08,無,2,村里長
嘉義縣竹崎鄉義和村,鄭隆興,男,055/01/06,無,1,村里長
嘉義縣竹崎鄉義和村,鄭永芳,男,046/03/20,無,2,村里長
嘉義縣竹崎鄉義仁村,林紀銘,男,063/02/18,無,1,村里長
嘉義縣竹崎鄉義仁村,蔡宜蓁,女,071/06/16,無,2,村里長
嘉義縣竹崎鄉灣橋村,洪安定,男,044/09/15,無,1,村里長
嘉義縣竹崎鄉灣橋村,陳麗妃,女,056/02/12,無,2,村里長
嘉義縣竹崎鄉鹿滿村,林添居,男,036/03/14,無,1,村里長
嘉義縣竹崎鄉鹿滿村,陳良玉,男,044/05/13,無,2,村里長
嘉義縣竹崎鄉紫雲村,蕭清白,男,055/07/27,無,1,村里長
嘉義縣竹崎鄉紫雲村,蕭俊良,男,060/04/02,無,2,村里長
嘉義縣竹崎鄉紫雲村,蕭邕,男,045/12/24,無,3,村里長
嘉義縣竹崎鄉內埔村,張玉芳,女,052/02/12,無,1,村里長
嘉義縣竹崎鄉內埔村,林甜,女,060/11/23,無,2,村里長
嘉義縣竹崎鄉昇平村,柳皇安,男,058/06/16,無,1,村里長
嘉義縣竹崎鄉昇平村,邱淑眞,女,057/02/12,無,2,村里長
嘉義縣竹崎鄉昇平村,黃文華,男,038/08/01,無,3,村里長
嘉義縣竹崎鄉昇平村,王金萳,男,060/01/31,無,4,村里長
嘉義縣竹崎鄉白杞村,林重男,男,058/05/20,無,1,村里長
嘉義縣竹崎鄉白杞村,林慶勲,男,049/11/11,無,2,村里長
嘉義縣竹崎鄉桃源村,林俊和,男,043/04/01,無,1,村里長
嘉義縣竹崎鄉桃源村,林繼麟,男,049/12/18,無,2,村里長
嘉義縣竹崎鄉塘興村,劉錚謨,男,053/09/18,無,1,村里長
嘉義縣竹崎鄉義隆村,林瑞文,男,042/12/01,無,1,村里長
嘉義縣竹崎鄉義隆村,葉志紘,男,059/08/02,無,2,村里長
嘉義縣竹崎鄉龍山村,李樺鑫,男,041/05/02,無,1,村里長
嘉義縣竹崎鄉文峯村,王泳焜,男,053/04/20,無,1,村里長
嘉義縣竹崎鄉文峯村,陳世芳,男,055/05/22,無,2,村里長
嘉義縣竹崎鄉文峯村,林銘安,男,045/03/20,無,3,村里長
嘉義縣竹崎鄉金獅村,鍾如云,女,048/10/12,無,1,村里長
嘉義縣竹崎鄉金獅村,林炳煌,男,044/05/26,無,2,村里長
嘉義縣竹崎鄉復金村,劉國輝,男,059/10/25,無,1,村里長
嘉義縣竹崎鄉緞繻村,蕭素惠,女,037/08/12,無,1,村里長
嘉義縣竹崎鄉仁壽村,王陳素梅,女,037/02/10,無,1,村里長
嘉義縣竹崎鄉仁壽村,葉,女,055/01/08,無,2,村里長
嘉義縣竹崎鄉中和村,洪銀盛,男,058/05/30,無,1,村里長
嘉義縣竹崎鄉光華村,鄭崑甲,男,053/07/21,無,1,村里長
嘉義縣竹崎鄉光華村,鄧德勝,男,059/03/17,無,2,村里長
嘉義縣梅山鄉梅東村,劉文科,男,049/08/19,無,1,村里長
嘉義縣梅山鄉梅南村,涂明賢,男,042/06/17,無,1,村里長
嘉義縣梅山鄉梅南村,張登焜,男,050/01/05,無,2,村里長
嘉義縣梅山鄉過山村,徐金龍,男,043/03/23,無,1,村里長
嘉義縣梅山鄉過山村,吳明岩,男,059/01/17,無,2,村里長
嘉義縣梅山鄉梅北村,施淵元,男,055/12/25,無,1,村里長
嘉義縣梅山鄉圳南村,江瑞淵,男,046/05/06,無,1,村里長
嘉義縣梅山鄉永興村,劉耀坤,男,051/04/29,無,1,村里長
嘉義縣梅山鄉半天村,朱文重,男,042/12/18,無,1,村里長
嘉義縣梅山鄉半天村,林繐卿,女,059/07/10,無,2,村里長
嘉義縣梅山鄉圳北村,郭聰明,男,046/07/20,無,1,村里長
嘉義縣梅山鄉大南村,鍾文堂,男,042/01/30,無,1,村里長
嘉義縣梅山鄉大南村,吳順源,男,060/03/22,無,2,村里長
嘉義縣梅山鄉双溪村,袁聖豐,男,048/07/24,無,1,村里長
嘉義縣梅山鄉双溪村,楊國賓,男,055/01/22,無,2,村里長
嘉義縣梅山鄉安靖村,楊堃岳,男,061/02/27,無,1,村里長
嘉義縣梅山鄉安靖村,黃坤水,男,046/07/12,無,2,村里長
嘉義縣梅山鄉太平村,嚴清雅,男,045/02/23,無,1,村里長
嘉義縣梅山鄉碧湖村,陳明勝,男,066/01/15,無,1,村里長
嘉義縣梅山鄉碧湖村,簡金榜,男,045/12/20,無,2,村里長
嘉義縣梅山鄉太興村,簡慶輝,男,043/09/02,無,1,村里長
嘉義縣梅山鄉太興村,林建村,男,061/06/15,無,2,村里長
嘉義縣梅山鄉瑞峯村,黃文中,男,035/12/20,無,1,村里長
嘉義縣梅山鄉瑞里村,林相卿,男,058/07/10,無,1,村里長
嘉義縣梅山鄉瑞里村,許永瞕,男,063/09/08,無,2,村里長
嘉義縣梅山鄉太和村,官國翔,男,053/02/01,無,1,村里長
嘉義縣梅山鄉太和村,許元舜,男,050/03/12,無,2,村里長
嘉義縣梅山鄉龍眼村,李國道,男,051/02/20,無,1,村里長
嘉義縣番路鄉江西村,陳素卿,女,057/03/18,無,1,村里長
嘉義縣番路鄉內甕村,廖新欣,男,024/11/27,無,1,村里長
嘉義縣番路鄉內甕村,張景添,男,065/09/15,無,2,村里長
嘉義縣番路鄉新福村,江啓賓,男,055/05/02,無,1,村里長
嘉義縣番路鄉新福村,林榮格,男,057/05/13,無,2,村里長
嘉義縣番路鄉下坑村,李啟榮,男,039/04/28,無,1,村里長
嘉義縣番路鄉番路村,謝居彰,男,046/02/12,無,1,村里長
嘉義縣番路鄉民和村,蔡海選,男,042/05/01,無,1,村里長
嘉義縣番路鄉民和村,劉申記,男,044/04/20,無,2,村里長
嘉義縣番路鄉觸口村,鄭建泰,男,052/10/26,無,1,村里長
嘉義縣番路鄉大湖村,呂明坤,男,056/12/10,無,1,村里長
嘉義縣番路鄉大湖村,邱振聲,男,039/09/20,無,2,村里長
嘉義縣番路鄉公田村,陳良典,男,051/09/02,無,1,村里長
嘉義縣番路鄉公興村,張俊國,男,049/08/26,無,1,村里長
嘉義縣番路鄉草山村,曾秋月,女,051/12/14,無,1,村里長
嘉義縣番路鄉草山村,吳政龍,男,051/11/11,無,2,村里長
嘉義縣大埔鄉大埔村,陳天助,男,058/05/26,無,1,村里長
嘉義縣大埔鄉和平村,吳慶煌,男,066/03/20,無,1,村里長
嘉義縣大埔鄉和平村,葉至青,男,075/09/15,無,2,村里長
嘉義縣大埔鄉永樂村,劉秋香,女,051/11/11,無,1,村里長
嘉義縣大埔鄉茄苳村,張連進,男,049/04/19,無,1,村里長
嘉義縣大埔鄉西興村,林昆廣,男,068/07/06,無,1,村里長
嘉義縣阿里山鄉中山村,朱海良,男,052/12/25,無,1,村里長
嘉義縣阿里山鄉中正村,林孝州,男,049/09/10,無,1,村里長
嘉義縣阿里山鄉香林村,陳勝安,男,060/07/12,無,1,村里長
嘉義縣阿里山鄉十字村,許瑞文,男,048/03/04,無,1,村里長
嘉義縣阿里山鄉來吉村,梁崇效,男,051/05/28,無,1,村里長
嘉義縣阿里山鄉來吉村,武正清,男,050/01/23,無,2,村里長
嘉義縣阿里山鄉豐山村,陳建富,男,054/11/01,無,1,村里長
嘉義縣阿里山鄉達邦村,浦維德,男,059/07/17,無,1,村里長
嘉義縣阿里山鄉達邦村,莊有為,男,061/03/30,無,2,村里長
嘉義縣阿里山鄉樂野村,吳秋蘭,女,041/09/19,無,1,村里長
嘉義縣阿里山鄉樂野村,武建剛,男,064/04/14,無,2,村里長
嘉義縣阿里山鄉樂野村,林銘興,男,047/03/05,無,3,村里長
嘉義縣阿里山鄉樂野村,石仁民,男,057/01/10,無,4,村里長
嘉義縣阿里山鄉里佳村,安高德,男,058/12/25,無,1,村里長
嘉義縣阿里山鄉山美村,安慧菁,女,071/06/15,無,1,村里長
嘉義縣阿里山鄉山美村,莊信義,男,052/02/02,無,2,村里長
嘉義縣阿里山鄉新美村,吳文榮,男,060/02/28,無,1,村里長
嘉義縣阿里山鄉新美村,溫增雄,男,045/05/21,無,2,村里長
嘉義縣阿里山鄉新美村,莊良賢,男,053/08/01,無,3,村里長
嘉義縣阿里山鄉茶山村,李立德,男,058/02/06,無,1,村里長
嘉義縣阿里山鄉茶山村,廖文調,男,061/03/19,無,2,村里長
屏東縣屏東市光榮里,周順風,男,041/06/02,無,1,村里長
屏東縣屏東市光榮里,許文娟,女,054/09/25,無,2,村里長
屏東縣屏東市光榮里,林瑞瑜,女,045/10/17,無,3,村里長
屏東縣屏東市大同里,劉鳳美,女,044/04/24,無,1,村里長
屏東縣屏東市大同里,張美娥,女,059/05/27,無,2,村里長
屏東縣屏東市大埔里,陳慶發,男,041/04/12,無,1,村里長
屏東縣屏東市大埔里,陳若昕,女,062/06/21,無,2,村里長
屏東縣屏東市大埔里,黃秀麗,女,059/11/06,無,3,村里長
屏東縣屏東市維新里,陳基富,男,058/03/11,無,1,村里長
屏東縣屏東市維新里,孫德通,男,050/06/15,無,2,村里長
屏東縣屏東市楠樹里,伍靜華,女,050/03/27,中國國民黨,1,村里長
屏東縣屏東市楠樹里,林惠華,女,041/04/02,無,2,村里長
屏東縣屏東市楠樹里,詹士霆,男,084/09/14,無,3,村里長
屏東縣屏東市楠樹里,林羣雄,男,052/10/29,無,4,村里長
屏東縣屏東市金泉里,莊美香,女,051/04/26,無,1,村里長
屏東縣屏東市金泉里,黃茂銘,男,050/09/09,無,2,村里長
屏東縣屏東市金泉里,林凱駖,女,080/11/13,無,3,村里長
屏東縣屏東市橋南里,方明上,男,059/09/19,無,1,村里長
屏東縣屏東市橋南里,吳富美,女,048/04/02,無,2,村里長
屏東縣屏東市橋南里,王亭懿,女,057/12/21,無,3,村里長
屏東縣屏東市橋南里,王桂英,女,048/01/21,無,4,村里長
屏東縣屏東市橋北里,羅福盛,男,050/03/06,無,1,村里長
屏東縣屏東市長春里,涂文昌,男,045/09/15,無,1,村里長
屏東縣屏東市長春里,陳平雄,男,040/02/15,無,2,村里長
屏東縣屏東市長春里,嵇慶生,男,049/02/29,無,3,村里長
屏東縣屏東市豐榮里,黃清海,男,042/08/19,無,1,村里長
屏東縣屏東市豐榮里,湯慶彬,男,044/09/19,無,2,村里長
屏東縣屏東市豐榮里,邱國江,男,054/01/16,無,3,村里長
屏東縣屏東市豐源里,陳國棟,男,034/01/25,無,1,村里長
屏東縣屏東市豐源里,黃建智,男,074/04/01,無,2,村里長
屏東縣屏東市豐源里,丁國庭,男,082/07/27,無,3,村里長
屏東縣屏東市豐田里,董怡民,男,061/01/15,中國國民黨,1,村里長
屏東縣屏東市大連里,董憲坤,男,049/06/04,無,1,村里長
屏東縣屏東市湖西里,陳進忠,男,044/05/03,無,1,村里長
屏東縣屏東市湖南里,陳榮文,男,052/08/01,無,1,村里長
屏東縣屏東市歸心里,陳文財,男,040/11/01,無,1,村里長
屏東縣屏東市瑞光里,莊新濤,男,044/11/30,無,1,村里長
屏東縣屏東市瑞光里,盧逸洋,男,073/04/18,無,2,村里長
屏東縣屏東市新生里,邱正誠,男,045/04/30,無,1,村里長
屏東縣屏東市頂宅里,郭施美玉,女,039/12/09,無,1,村里長
屏東縣屏東市頂宅里,張百裕,男,050/09/16,無,2,村里長
屏東縣屏東市厚生里,許世在,男,052/08/10,無,1,村里長
屏東縣屏東市建國里,賴秋童,男,038/01/12,無,1,村里長
屏東縣屏東市建國里,何若羚,女,042/12/20,無,2,村里長
屏東縣屏東市一心里,張展榮,男,070/11/17,無,1,村里長
屏東縣屏東市一心里,龔書翩,女,075/01/15,無,2,村里長
屏東縣屏東市一心里,吳健隆,男,044/02/07,無,3,村里長
屏東縣屏東市義勇里,林侑弘,男,074/05/23,無,1,村里長
屏東縣屏東市永安里,温昇勳,男,058/09/28,無,1,村里長
屏東縣屏東市永安里,陳家和,男,049/11/10,無,2,村里長
屏東縣屏東市新興里,傅士熒,男,058/06/15,無,1,村里長
屏東縣屏東市新興里,許家緯,男,077/05/25,無,2,村里長
屏東縣屏東市公館里,黃麗珍,女,050/10/02,無,1,村里長
屏東縣屏東市公館里,丁政瑞,男,045/08/16,無,2,村里長
屏東縣屏東市龍華里,許進昌,男,049/12/28,無,1,村里長
屏東縣屏東市龍華里,許福水,男,067/05/01,無,2,村里長
屏東縣屏東市玉成里,簡同慰,男,059/06/23,無,1,村里長
屏東縣屏東市頂柳里,朱健民,男,052/07/06,無,1,村里長
屏東縣屏東市頂柳里,邱福三,男,041/02/29,無,2,村里長
屏東縣屏東市大湖里,方順豐,男,044/03/10,無,1,村里長
屏東縣屏東市安鎮里,鄭棟樑,男,045/10/19,無,1,村里長
屏東縣屏東市安鎮里,黃寶霞,女,046/10/11,無,2,村里長
屏東縣屏東市永光里,鄭元興,男,050/02/25,無,1,村里長
屏東縣屏東市大洲里,蘇勝文,男,037/10/10,無,1,村里長
屏東縣屏東市大武里,蔡永智,男,065/05/16,無,1,村里長
屏東縣屏東市大武里,辜石清,男,051/05/03,無,2,村里長
屏東縣屏東市前進里,王泰益,男,041/12/25,無,1,村里長
屏東縣屏東市前進里,黃桂桐,男,038/11/28,無,2,村里長
屏東縣屏東市前進里,陳盈翰,男,067/07/09,無,3,村里長
屏東縣屏東市清溪里,林柏杉,男,067/12/02,無,1,村里長
屏東縣屏東市清溪里,郭銘璋,男,049/10/01,無,2,村里長
屏東縣屏東市長安里,李美說,女,044/11/10,無,1,村里長
屏東縣屏東市長安里,楊義光,男,033/11/12,無,2,村里長
屏東縣屏東市長安里,郭勝淂,男,065/08/09,無,3,村里長
屏東縣屏東市長安里,吳魁剛,男,071/10/20,無,4,村里長
屏東縣屏東市長安里,王基地,男,049/07/04,無,5,村里長
屏東縣屏東市斯文里,施美如,女,073/05/02,無,1,村里長
屏東縣屏東市斯文里,郭明賢,男,050/06/26,無,2,村里長
屏東縣屏東市華山里,謝沅廷,男,047/09/10,無,1,村里長
屏東縣屏東市華山里,陳喜悅,男,075/02/21,無,2,村里長
屏東縣屏東市中正里,林毓毅,男,041/03/26,無,1,村里長
屏東縣屏東市中正里,李育丞,男,073/09/11,無,2,村里長
屏東縣屏東市勝利里,孔豐榮,男,062/02/26,無,1,村里長
屏東縣屏東市永城里,張酉添,男,036/12/10,無,1,村里長
屏東縣屏東市溝美里,陳秋明,男,051/08/23,無,1,村里長
屏東縣屏東市北勢里,洪永烈,男,044/09/30,無,1,村里長
屏東縣屏東市北興里,陳約禎,女,057/10/02,無,1,村里長
屏東縣屏東市北興里,劉林英美,女,037/08/04,無,2,村里長
屏東縣屏東市北興里,彭敏勇,男,056/10/31,無,3,村里長
屏東縣屏東市仁愛里,莊正旭,男,043/10/16,無,1,村里長
屏東縣屏東市廣興里,郭國石,男,057/02/01,無,1,村里長
屏東縣屏東市崇蘭里,賴榮彬,男,055/04/13,中國國民黨,1,村里長
屏東縣屏東市崇蘭里,李進鐘,男,055/05/05,無,2,村里長
屏東縣屏東市崇蘭里,張志維,男,070/05/07,無,3,村里長
屏東縣屏東市空翔里,祝毅成,男,048/11/23,中國國民黨,1,村里長
屏東縣屏東市潭墘里,廖崑竹,男,044/12/10,無,1,村里長
屏東縣屏東市潭墘里,林金堂,男,049/11/06,中國國民黨,2,村里長
屏東縣屏東市潭墘里,胡小英,女,048/09/08,無,3,村里長
屏東縣屏東市三山里,蔡國忠,男,047/11/28,無,1,村里長
屏東縣屏東市三山里,林芬霞,女,053/08/24,無,2,村里長
屏東縣屏東市三山里,陳香伊,女,076/06/01,無,3,村里長
屏東縣屏東市海豐里,陳振武,男,049/07/11,無,1,村里長
屏東縣屏東市海豐里,林淑華,女,059/11/15,無,2,村里長
屏東縣屏東市仁義里,游英貴,男,046/09/17,無,1,村里長
屏東縣屏東市仁義里,陳澤世,男,049/02/29,無,2,村里長
屏東縣屏東市和興里,劉龍生,男,050/01/07,無,1,村里長
屏東縣屏東市和興里,蔡晉成,男,052/03/25,無,2,村里長
屏東縣屏東市信和里,陳宜蓉,女,080/05/22,無,1,村里長
屏東縣屏東市信和里,張世昌,男,038/12/01,無,2,村里長
屏東縣屏東市崇武里,王玉林,男,070/01/22,無,1,村里長
屏東縣屏東市崇武里,馬彥平,男,051/04/02,中國國民黨,2,村里長
屏東縣屏東市豐年里,洪雪珠,女,046/04/18,無,1,村里長
屏東縣屏東市豐年里,王國耀,男,056/11/23,無,2,村里長
屏東縣屏東市豐年里,謝秀芝,女,051/01/02,無,3,村里長
屏東縣屏東市豐年里,石陵英,女,052/09/29,無,4,村里長
屏東縣屏東市豐年里,蕭源聖,男,075/04/09,中國國民黨,5,村里長
屏東縣屏東市崇陽里,吳靜苑,女,051/10/20,無,1,村里長
屏東縣屏東市崇陽里,湯欽福,男,057/05/06,中國國民黨,2,村里長
屏東縣屏東市崇陽里,鄭善之,女,067/04/18,無,3,村里長
屏東縣屏東市崇陽里,涂煥國,男,052/11/19,無,4,村里長
屏東縣屏東市崇陽里,廖克誠,男,056/10/25,中國國民黨,5,村里長
屏東縣屏東市公園里,邱榮智,男,060/09/22,無,1,村里長
屏東縣屏東市公園里,吳全雅,男,052/06/06,中國國民黨,2,村里長
屏東縣屏東市公園里,李寶元,男,039/03/02,無,3,村里長
屏東縣潮州鎮潮州里,朱祐馴,男,056/08/06,無,1,村里長
屏東縣潮州鎮潮州里,謝素靜,女,050/03/02,無,2,村里長
屏東縣潮州鎮潮州里,李思慧,女,059/02/06,無,3,村里長
屏東縣潮州鎮潮州里,陳啓榮,男,060/06/26,無,4,村里長
屏東縣潮州鎮同榮里,趙文勝,男,044/02/25,無,1,村里長
屏東縣潮州鎮新榮里,徐謀,男,047/08/15,無,1,村里長
屏東縣潮州鎮新榮里,賴榮顯,男,039/07/18,無,2,村里長
屏東縣潮州鎮新生里,詹錦宗,男,040/04/05,無,1,村里長
屏東縣潮州鎮光華里,羅世宏,男,043/10/15,無,1,村里長
屏東縣潮州鎮光華里,陳秋季,男,044/10/27,無,2,村里長
屏東縣潮州鎮彭城里,馬添進,男,042/12/01,無,1,村里長
屏東縣潮州鎮彭城里,劉國成,男,049/07/09,無,2,村里長
屏東縣潮州鎮三星里,簡新發,男,057/07/15,無,1,村里長
屏東縣潮州鎮三共里,程文科,男,042/09/04,無,1,村里長
屏東縣潮州鎮三共里,王綉珍,女,055/10/10,無,2,村里長
屏東縣潮州鎮三共里,余和女,女,048/07/10,無,3,村里長
屏東縣潮州鎮三和里,李坤明,男,042/02/03,無,1,村里長
屏東縣潮州鎮五魁里,杜金秀,女,062/12/05,無,1,村里長
屏東縣潮州鎮五魁里,鄞永崑,男,050/10/20,無,2,村里長
屏東縣潮州鎮五魁里,鄞家乾,男,039/09/29,無,3,村里長
屏東縣潮州鎮五魁里,鄞家齊,男,041/02/15,無,4,村里長
屏東縣潮州鎮蓬萊里,李明輝,男,045/03/04,無,1,村里長
屏東縣潮州鎮蓬萊里,蔡志煌,男,048/11/14,無,2,村里長
